timeOpen,Date,timeHigh,timeLow,name,open,high,low,Close,volume,marketCap,timestamp
12/31/21 10:00,2022-01-31T23:59:59.999Z,1/10/22 19:20,1/3/22 1:45,2781,1834.042264000,1862.7566080000,1789.7955300000,1806.4495270000,364750786.15,354599146.93,2022-01-31T23:59:59.999Z
11/30/21 10:00,2021-12-31T23:59:59.999Z,12/12/21 23:37,12/14/21 15:33,2781,1776.469137000,1839.4797610000,1759.3796800000,1833.609089000,538471048.69,326302032.46,2021-12-31T23:59:59.999Z
10/31/21 10:00,2021-11-30T23:59:59.999Z,11/12/21 23:39,11/8/21 12:00,2781,1779.8950650000,3127.1158420000,1764.6967940000,1776.7241790000,845179058.52,318284901.28,2021-11-30T23:59:59.999Z
9/30/21 10:00,2021-10-31T23:59:59.999Z,10/16/21 8:26,10/9/21 21:15,2781,1763.3041830000,1819.0924470000,1753.6059950000,1779.9618140000,407784504.97,317675621.46,2021-10-31T23:59:59.999Z
8/31/21 10:00,2021-09-30T23:59:59.999Z,9/20/21 20:21,9/18/21 13:09,2781,1817.03903000,1847.3586010,1730.7413000000,1762.3388940000,443238238.54,313857170.05,2021-09-30T23:59:59.999Z
7/31/21 10:00,2021-08-31T23:59:59.999Z,8/13/21 19:38,8/8/21 11:21,2781,1819.22818900,1835.69443600,1703.49393300,1816.96266100,427554643.16,328662671.91,2021-08-31T23:59:59.999Z
6/30/21 10:00,2021-07-31T23:59:59.999Z,7/13/21 17:06,7/5/21 16:25,2781,1777.61839100,1839.07038600,1772.21439200,1820.98159600,478564151.6,305599034.35,2021-07-31T23:59:59.999Z
5/31/21 10:00,2021-06-30T23:59:59.999Z,6/7/21 17:53,6/19/21 12:45,2781,1917.9631700,1922.3745480,1758.18834100,1777.64960000,625528514.47,106945177.57,2021-06-30T23:59:59.999Z
4/30/21 10:00,2021-05-31T23:59:59.999Z,5/12/21 8:23,5/7/21 22:21,2781,1784.51196500,2035.11814100,1779.18335300,1919.00198000,1066303910.58,115449078.1,2021-05-31T23:59:59.999Z
3/31/21 10:00,2021-04-30T23:59:59.999Z,4/14/21 20:12,4/7/21 10:02,2781,1716.22194400,1846.14016700,1715.70182500,1785.07329000,451551015.45,107391794.21,2021-04-30T23:59:59.999Z
2/28/21 10:00,2021-03-31T23:59:59.999Z,3/6/21 17:44,3/20/21 5:57,2781,1748.19738800,1769.74856200,1692.92008200,1716.32277000,243884802.18,103255694.16,2021-03-31T23:59:59.999Z
1/31/21 10:00,2021-02-28T23:59:59.999Z,2/6/21 13:36,2/21/21 21:00,2781,1873.79114200,1881.57799500,1732.6811630,1747.42269000,296657578.91,123932821.16,2021-02-28T23:59:59.999Z
12/31/20 10:00,2021-01-31T23:59:59.999Z,1/8/21 4:25,1/13/21 9:56,2781,1929.66141500,2077.02682600,1832.73986600,1873.1118070,324923030.38,112688515.43,2021-01-31T23:59:59.999Z
11/30/20 10:00,2020-12-31T23:59:59.999Z,12/16/20 18:20,12/5/20 10:47,2781,1788.14292900,1940.01375500,1785.60260300,1930.47280400,68962545.64,76044655.76,2020-12-31T23:59:59.999Z
10/31/20 10:00,2020-11-30T23:59:59.999Z,11/9/20 20:06,11/17/20 18:33,2781,1898.77767000,1980.92043500,1766.96136500,1788.48147700,72291779.66,74021889.58,2020-11-30T23:59:59.999Z
9/30/20 10:00,2020-10-31T23:59:59.999Z,2020-10-21T15:00:45.000Z,10/18/20 12:20,2781,1880.67378600,1947.12836800,1874.88180000,1898.77766200,55635687.52,71122773.13,2020-10-31T23:59:59.999Z
8/31/20 10:00,2020-09-30T23:59:59.999Z,9/12/20 13:20,9/7/20 12:40,2781,1832.2263390,2069.31206500,1814.3034390,1880.54223200,47290577.62,61398141.13,2020-09-30T23:59:59.999Z
7/31/20 10:00,2020-08-31T23:59:59.999Z,9/9/20 16:14,8/22/20 2:57,2781,1976.76368100,2233.45087200,17.77324800,1833.87520200,33008274,55577731.82,2020-08-31T23:59:59.999Z
6/30/20 10:00,2020-07-31T23:59:59.999Z,7/23/20 4:25,8/1/20 23:35,2781,1790.92785000,2001.12672900,1761.26190200,1986.94356000,1150057.39,51440285.83,2020-07-31T23:59:59.999Z
5/31/20 10:00,2020-06-30T23:59:59.999Z,6/28/20 1:45,6/11/20 0:13,2781,1750.21691500,1842.39335800,1673.31727900,1790.04742600,1148649.07,49945727.86,2020-06-30T23:59:59.999Z
4/30/20 10:00,2020-05-31T23:59:59.999Z,5/18/20 23:08,5/18/20 16:43,2781,1697.92315600,2359.13935700,1656.4989480,1749.81006000,357726.87,48124137.17,2020-05-31T23:59:59.999Z
3/31/20 10:00,2020-04-30T23:59:59.999Z,4/20/20 7:54,4/18/20 12:44,2781,1644.36504700,3487.68483300,1606.97752100,1697.92315600,622723.82,43292109.71,2020-04-30T23:59:59.999Z
2/29/20 10:00,2020-03-31T23:59:59.999Z,3/17/20 10:02,3/21/20 12:40,2781,1621.3520930,1755.43168900,1439.44525600,1644.36504700,1688564.67,28107205.74,2020-03-31T23:59:59.999Z
1/31/20 10:00,2020-02-29T23:59:59.999Z,2/20/20 0:40,2/21/20 18:06,2781,1593.99461300,1769.72607600,1528.83515800,1621.63277300,1161994.69,18140258.8,2020-02-29T23:59:59.999Z
12/31/19 10:00,2020-01-31T23:59:59.999Z,1/12/20 21:31,1/16/20 1:59,2781,1531.58507300,1631.5156160,1505.03059800,1596.10354600,301042.73,15310805.22,2020-01-31T23:59:59.999Z
11/30/19 10:00,2019-12-31T23:59:59.999Z,12/23/19 10:52,12/21/19 11:12,2781,1466.14119000,1578.09366500,1401.68496500,1532.91635800,298000.37,12883683.72,2019-12-31T23:59:59.999Z
10/31/19 10:00,2019-11-30T23:59:59.999Z,11/23/19 22:11,11/13/19 15:13,2781,1494.48694600,1603.89857900,1410.71160100,1467.6111610,275234.43,5861694.75,2019-11-30T23:59:59.999Z
9/30/19 10:00,2019-10-31T23:59:59.999Z,10/15/19 20:42,10/24/19 5:44,2781,1509.46251600,1559.06350900,1387.97650300,1493.36231500,879891.41,0,2019-10-31T23:59:59.999Z
